Year,Month,MobileWeb_or_Web,Type_of_Customers?,Where_Are_They_comming_from?,Which_Place_in_India?,How_many_Landed_on_our_Page?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button_and_started_filling_the_Form?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button_and_started_filling_the_Form_and_Completed_and_submited_the_form?
2020,Feb,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,84184,12188
2020,Feb,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,243170,87066
2020,Feb,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,376724,76597
2020,Feb,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,11329,2944
2020,Feb,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,21113,6517
2020,Feb,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,12359,2920
2020,Feb,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,43552,10499
2020,Feb,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,39137,8703
2020,Feb,Mobile_website,New_Customer,Came_From_Google,Bangalore,180732,108108,58019,45221
2020,Feb,Mobile_website,New_Customer,Came_From_Google,Chennai,423876,261879,151302,113491
2020,Feb,Mobile_website,New_Customer,Came_From_Google,Dehradun,172572,97108,49848,34494
2020,Feb,Mobile_website,New_Customer,Came_From_Google,Indore,854117,489538,320618,214416
2020,Feb,Mobile_website,New_Customer,Came_From_Google,Pune,405594,211191,119398,90047
2020,Feb,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,346013,132556,58398,27462
2020,Feb,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,697665,291534,149695,69662
2020,Feb,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,410517,150059,60902,21874
2020,Feb,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,1496762,836036,568661,242779
2020,Feb,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,1972468,599883,362157,182310
2020,Feb,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,54456,24996,7857,3534
2020,Feb,Mobile_website,New_Customer,Unidentified_Sources,Chennai,130261,70498,21564,9779
2020,Feb,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,54960,33723,9173,5370
2020,Feb,Mobile_website,New_Customer,Unidentified_Sources,Indore,443524,251021,161168,53880
2020,Feb,Mobile_website,New_Customer,Unidentified_Sources,Pune,350806,105390,34675,21687
2020,Mar,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,70809,16851
2020,Mar,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,119937,51273
2020,Mar,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,49338,19647
2020,Mar,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,134463,60792
2020,Mar,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,189916,32473
2020,Mar,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,78998,21969
2020,Mar,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,131370,60591
2020,Mar,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,76268,22929
2020,Mar,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,183230,90013
2020,Mar,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,278230,76841
2020,Mar,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,20335,5172
2020,Mar,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,37909,13068
2020,Mar,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,26340,5672
2020,Mar,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,50533,16640
2020,Mar,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,52875,13679
2020,Mar,Desktop_Website,New_Customer,Came_From_Google,Bangalore,132849,92508,53402,45623
2020,Mar,Desktop_Website,New_Customer,Came_From_Google,Chennai,412175,275324,169172,133867
2020,Mar,Desktop_Website,New_Customer,Came_From_Google,Dehradun,161483,105870,57668,43425
2020,Mar,Desktop_Website,New_Customer,Came_From_Google,Indore,767321,463926,310063,234674
2020,Mar,Desktop_Website,New_Customer,Came_From_Google,Pune,325265,187706,112094,91316
2020,Mar,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,471145,183602,84252,74652
2020,Mar,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,2121054,461095,153388,119817
2020,Mar,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,539495,207349,45329,29877
2020,Mar,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Indore,2360423,698703,383963,238264
2020,Mar,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Pune,6463389,1094832,408413,314219
2020,Mar,Desktop_Website,New_Customer,Unidentified_Sources,Bangalore,43128,23672,10057,5470
2020,Mar,Desktop_Website,New_Customer,Unidentified_Sources,Chennai,184704,88774,34128,17875
2020,Mar,Desktop_Website,New_Customer,Unidentified_Sources,Dehradun,80343,50959,19269,12515
2020,Mar,Desktop_Website,New_Customer,Unidentified_Sources,Indore,336671,159378,90298,47662
2020,Mar,Desktop_Website,New_Customer,Unidentified_Sources,Pune,298877,86024,40074,26184
2020,Mar,Mobile_website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,57145,20121
2020,Mar,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,96042,40018
2020,Mar,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,47681,16022
2020,Mar,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,103947,42052
2020,Mar,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,190716,36366
2020,Mar,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,84288,25761
2020,Mar,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,151450,49966
2020,Mar,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,97969,15784
2020,Mar,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,281445,89396
2020,Mar,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,409237,81476
2020,Mar,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,17232,5405
2020,Mar,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,28758,8738
2020,Mar,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,16216,3427
2020,Mar,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,82358,21854
2020,Mar,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,47586,9606
2020,Mar,Mobile_website,New_Customer,Came_From_Google,Bangalore,198442,115447,58295,47708
2020,Mar,Mobile_website,New_Customer,Came_From_Google,Chennai,475007,292354,169865,129595
2020,Mar,Mobile_website,New_Customer,Came_From_Google,Dehradun,217657,123525,67312,47192
2020,Mar,Mobile_website,New_Customer,Came_From_Google,Indore,984772,556665,358795,244884
2020,Mar,Mobile_website,New_Customer,Came_From_Google,Pune,454565,245257,148017,107901
2020,Mar,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,391792,146200,60254,32380
2020,Mar,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,901605,376195,181283,88685
2020,Mar,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,476460,180678,73926,29163
2020,Mar,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,2283070,1104778,641032,262122
2020,Mar,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,1428236,694226,448944,235302
2020,Mar,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,72995,35212,13594,7306
2020,Mar,Mobile_website,New_Customer,Unidentified_Sources,Chennai,179084,96954,30762,14019
2020,Mar,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,71380,42775,10727,5619
2020,Mar,Mobile_website,New_Customer,Unidentified_Sources,Indore,770701,431443,295286,121239
2020,Mar,Mobile_website,New_Customer,Unidentified_Sources,Pune,391173,129554,45320,25160
2020,Apr,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,75855,23411
2020,Apr,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,155712,71750
2020,Apr,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,50149,20729
2020,Apr,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,172083,74374
2020,Apr,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,219968,52202
2020,Apr,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,98285,32407
2020,Apr,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,188865,96706
2020,Apr,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,91247,29077
2020,Apr,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,235685,117212
2020,Apr,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,413292,104913
2020,Apr,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,17563,4733
2020,Apr,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,36511,11815
2020,Apr,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,22639,4523
2020,Apr,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,49436,14839
2020,Apr,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,45616,12018
2020,Apr,Desktop_Website,New_Customer,Came_From_Google,Bangalore,159066,115561,75572,66489
2020,Apr,Desktop_Website,New_Customer,Came_From_Google,Chennai,522007,356200,234648,194965
2020,Apr,Desktop_Website,New_Customer,Came_From_Google,Dehradun,174434,113004,61673,45570
2020,Apr,Desktop_Website,New_Customer,Came_From_Google,Indore,948299,581601,411213,309690
2020,Apr,Desktop_Website,New_Customer,Came_From_Google,Pune,561379,320952,211983,174993
2020,Apr,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,491642,196728,114286,102650
2020,Apr,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,1830646,523926,229460,189479
2020,Apr,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,687801,208741,64658,43223
2020,Apr,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Indore,2632792,1106594,873297,382520
2020,Apr,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Pune,8949571,1932569,600182,400768
2020,Apr,Desktop_Website,New_Customer,Unidentified_Sources,Bangalore,55350,30718,15398,9726
2020,Apr,Desktop_Website,New_Customer,Unidentified_Sources,Chennai,199075,102218,45647,25386
2020,Apr,Desktop_Website,New_Customer,Unidentified_Sources,Dehradun,86025,55228,20198,11519
2020,Apr,Desktop_Website,New_Customer,Unidentified_Sources,Indore,456791,169330,111472,61982
2020,Apr,Desktop_Website,New_Customer,Unidentified_Sources,Pune,543506,100156,55709,34236
2020,Apr,Mobile_website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,65346,25726
2020,Apr,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,125116,58057
2020,Apr,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,48263,16354
2020,Apr,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,137908,52668
2020,Apr,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,229454,49208
2020,Apr,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,103732,38714
2020,Apr,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,210393,82109
2020,Apr,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,112912,18680
2020,Apr,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,346292,104660
2020,Apr,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,504883,105280
2020,Apr,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,16619,5385
2020,Apr,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,27114,7182
2020,Apr,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,15034,2689
2020,Apr,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,44080,7493
2020,Apr,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,47835,8990
2020,Apr,Mobile_website,New_Customer,Came_From_Google,Bangalore,228195,139899,78694,65537
2020,Apr,Mobile_website,New_Customer,Came_From_Google,Chennai,630669,390751,235912,190164
2020,Apr,Mobile_website,New_Customer,Came_From_Google,Dehradun,251024,135649,69731,48078
2020,Apr,Mobile_website,New_Customer,Came_From_Google,Indore,1312007,773860,530574,366356
2020,Apr,Mobile_website,New_Customer,Came_From_Google,Pune,687147,388490,253548,190522
2020,Apr,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,552642,213854,82502,45671
2020,Apr,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,1070609,505620,269575,139291
2020,Apr,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,679299,263077,96059,31769
2020,Apr,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,2196622,1212724,859678,353670
2020,Apr,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,2144092,892820,611224,314629
2020,Apr,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,97754,45483,18790,11445
2020,Apr,Mobile_website,New_Customer,Unidentified_Sources,Chennai,210465,116135,41305,19460
2020,Apr,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,74475,45561,12001,5831
2020,Apr,Mobile_website,New_Customer,Unidentified_Sources,Indore,518051,288323,187536,59148
2020,Apr,Mobile_website,New_Customer,Unidentified_Sources,Pune,436096,152025,58284,32233
2020,May,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,59225,24066
2020,May,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,150236,77190
2020,May,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,41463,17709
2020,May,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,193521,80935
2020,May,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,160960,50962
2020,May,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,83146,33717
2020,May,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,198597,105566
2020,May,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,82487,25847
2020,May,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,281879,133184
2020,May,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,332757,104638
2020,May,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,12329,3103
2020,May,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,28371,9318
2020,May,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,15650,2918
2020,May,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,48234,18153
2020,May,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,30918,8361
2020,May,Desktop_Website,New_Customer,Came_From_Google,Bangalore,171454,126656,89402,71931
2020,May,Desktop_Website,New_Customer,Came_From_Google,Chennai,531875,356718,240885,207912
2020,May,Desktop_Website,New_Customer,Came_From_Google,Dehradun,160083,104643,56009,40645
2020,May,Desktop_Website,New_Customer,Came_From_Google,Indore,1053001,661373,480629,340378
2020,May,Desktop_Website,New_Customer,Came_From_Google,Pune,561772,341428,238641,184343
2020,May,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,497571,201000,125907,104154
2020,May,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,1991280,557909,265818,207042
2020,May,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,669147,187391,57131,34926
2020,May,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Indore,2341270,892572,557801,447909
2020,May,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Pune,11274131,2544078,658397,389191
2020,May,Desktop_Website,New_Customer,Unidentified_Sources,Bangalore,48594,26953,10973,5454
2020,May,Desktop_Website,New_Customer,Unidentified_Sources,Chennai,182128,89865,40651,22016
2020,May,Desktop_Website,New_Customer,Unidentified_Sources,Dehradun,79674,50386,19150,12734
2020,May,Desktop_Website,New_Customer,Unidentified_Sources,Indore,304033,169656,115913,112700
2020,May,Desktop_Website,New_Customer,Unidentified_Sources,Pune,263951,92486,48067,30074
2020,May,Mobile_website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,57064,24240
2020,May,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,126297,65807
2020,May,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,39505,14134
2020,May,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,169479,61307
2020,May,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,182244,38788
2020,May,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,104332,38364
2020,May,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,232367,100678
2020,May,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,108726,17779
2020,May,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,422844,126231
2020,May,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,529050,101038
2020,May,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,12315,2305
2020,May,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,21761,5189
2020,May,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,11772,1792
2020,May,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,48146,6268
2020,May,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,47498,6850
2020,May,Mobile_website,New_Customer,Came_From_Google,Bangalore,224437,141599,79330,64052
2020,May,Mobile_website,New_Customer,Came_From_Google,Chennai,621840,389845,242917,202993
2020,May,Mobile_website,New_Customer,Came_From_Google,Dehradun,230198,125977,61570,41654
2020,May,Mobile_website,New_Customer,Came_From_Google,Indore,1461928,893641,622902,386818
2020,May,Mobile_website,New_Customer,Came_From_Google,Pune,613118,362292,239382,170762
2020,May,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,540049,226646,94700,50290
2020,May,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,1049141,522386,292553,160255
2020,May,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,594808,239441,85695,26898
2020,May,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,2142323,1181375,857088,346684
2020,May,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,1893719,898177,613099,310268
2020,May,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,86104,36216,12030,4794
2020,May,Mobile_website,New_Customer,Unidentified_Sources,Chennai,171044,90539,34243,15495
2020,May,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,59829,37136,9468,4520
2020,May,Mobile_website,New_Customer,Unidentified_Sources,Indore,438587,253090,163802,53727
2020,May,Mobile_website,New_Customer,Unidentified_Sources,Pune,384299,158911,74523,40036
2020,Jun,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,54571,15140
2020,Jun,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,95741,37077
2020,Jun,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,29756,11842
2020,Jun,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,173426,64277
2020,Jun,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,128952,40685
2020,Jun,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,76764,22355
2020,Jun,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,147943,54856
